Previous Crop,Soil Type,Moisture Level,Nitrogen (N),Phosphorus (P),Potassium (K),Recommended Crop
Groundnut,Saline,11,162,123,90,Millets
Maize,Sandy,17,124,85,819,Cotton
Maize,Loamy,22,123,119,85,Cotton
Millets,Silt,13,274,61,609,Millets
Tobacco,Clayey,16,6,142,695,Millets
Sorghum,Saline,40,272,13,644,Millets
Sorghum,Clayey,36,377,79,225,Millets
Rice,Clayey,23,25,130,597,Wheat
Tobacco,Sandy,34,307,66,305,Millets
Barley,Sandy,16,367,115,97,Millets
Tobacco,Clayey,18,197,105,498,Millets
Millets,Loamy,26,313,122,651,Millets
Millets,Clayey,19,108,89,559,Millets
Millets,Saline,16,44,26,771,Millets
Rice,Clayey,30,392,141,219,Wheat
Groundnut,Saline,22,338,87,267,Millets
Cotton,Saline,16,90,144,53,Millets
Groundnut,Silt,27,387,132,685,Millets
Tobacco,Silt,12,181,112,237,Millets
Sorghum,Loamy,17,395,52,887,Millets
Millets,Clayey,11,266,130,114,Millets
Soybean,Clayey,28,190,64,405,Millets
Soybean,Silt,20,139,66,374,Millets
Barley,Loamy,16,191,58,302,Millets
Groundnut,Loamy,37,103,0,571,Millets
Sorghum,Saline,18,275,106,670,Millets
Rice,Silt,25,384,4,605,Sorghum
Soybean,Sandy,17,330,132,880,Millets
Tobacco,Clayey,23,319,149,333,Millets
Barley,Sandy,18,170,12,796,Millets
Groundnut,Silt,19,133,73,180,Millets
Sorghum,Silt,19,212,64,650,Millets
Sorghum,Sandy,33,349,98,162,Millets
Tobacco,Sandy,25,49,62,146,Millets
Tobacco,Loamy,24,164,59,416,Millets
Wheat,Sandy,20,145,18,318,Soybean
Groundnut,Sandy,13,64,108,847,Millets
Millets,Silt,32,131,144,497,Millets
Soybean,Clayey,37,341,37,852,Millets
Groundnut,Saline,28,68,143,160,Millets
Rice,Clayey,40,8,51,546,Wheat
Wheat,Loamy,12,61,46,851,Cotton
Rice,Loamy,29,121,74,308,Wheat
Maize,Silt,25,50,34,638,Rice
Cotton,Clayey,30,32,123,295,Millets
Tobacco,Silt,15,228,84,288,Millets
Soybean,Silt,24,152,104,458,Millets
Groundnut,Sandy,12,360,60,663,Millets
Soybean,Sandy,35,392,45,373,Millets
Soybean,Saline,38,281,44,690,Millets
Wheat,Loamy,23,321,123,317,Cotton
Wheat,Loamy,37,170,90,522,Cotton
Groundnut,Clayey,40,43,10,435,Millets
Wheat,Loamy,30,337,36,888,Cotton
Barley,Silt,30,362,36,231,Millets
Soybean,Saline,18,144,60,831,Millets
Millets,Silt,30,34,79,865,Millets
Maize,Saline,35,199,93,35,Rice
Tobacco,Silt,17,295,65,753,Millets
Barley,Loamy,37,136,100,607,Millets
Sorghum,Sandy,12,5,118,405,Millets
Cotton,Loamy,31,359,125,435,Millets
Soybean,Loamy,26,249,115,529,Millets
Maize,Loamy,18,391,135,247,Cotton
Tobacco,Silt,26,265,10,444,Millets
Sorghum,Sandy,30,91,127,116,Millets
Rice,Clayey,21,380,28,674,Wheat
Sorghum,Clayey,36,39,41,750,Millets
Maize,Silt,17,19,93,173,Rice
Rice,Silt,14,385,80,649,Sorghum
Tobacco,Clayey,23,297,126,115,Millets
Barley,Clayey,21,183,17,17,Millets
Millets,Saline,11,12,144,60,Millets
Tobacco,Sandy,16,42,121,462,Millets
Groundnut,Clayey,19,239,52,82,Millets
Rice,Silt,24,312,53,274,Sorghum
Groundnut,Loamy,36,374,36,437,Millets
Maize,Silt,30,369,127,46,Rice
Groundnut,Loamy,16,389,141,897,Millets
Soybean,Loamy,13,181,55,773,Millets
Soybean,Silt,30,46,126,14,Millets
Tobacco,Saline,12,46,2,38,Millets
Barley,Silt,34,121,53,199,Millets
Cotton,Sandy,20,320,45,442,Millets
Sorghum,Silt,13,32,141,234,Millets
Tobacco,Loamy,12,360,62,395,Millets
Soybean,Sandy,11,19,37,734,Millets
Maize,Loamy,37,273,131,388,Cotton
Maize,Silt,13,0,40,420,Rice
Maize,Clayey,30,30,7,573,Rice
Wheat,Loamy,33,301,73,484,Cotton
Sorghum,Saline,19,76,69,755,Millets
Soybean,Saline,25,49,133,735,Millets
Soybean,Clayey,15,273,93,578,Millets
Maize,Loamy,38,159,145,612,Cotton
Millets,Saline,31,271,4,108,Millets
Tobacco,Sandy,13,320,125,78,Millets
Soybean,Loamy,35,87,87,866,Millets
Wheat,Loamy,38,280,33,652,Cotton
Barley,Silt,28,46,145,69,Millets
Millets,Clayey,16,9,88,247,Millets
Barley,Silt,14,191,68,466,Millets
Cotton,Clayey,15,177,8,58,Millets
Cotton,Sandy,11,280,30,344,Millets
Barley,Saline,32,365,40,605,Millets
Soybean,Loamy,20,360,93,315,Millets
Wheat,Silt,37,309,96,657,Cotton
Maize,Silt,15,385,73,582,Rice
Rice,Loamy,37,303,105,765,Wheat
Sorghum,Saline,29,1,104,720,Millets
Barley,Saline,34,388,137,729,Millets
Barley,Saline,32,357,103,774,Millets
Sorghum,Sandy,26,59,134,890,Millets
Rice,Saline,18,145,6,867,Sorghum
Soybean,Saline,18,5,0,113,Millets
Soybean,Loamy,31,108,134,475,Millets
Tobacco,Clayey,28,2,135,62,Millets
Maize,Loamy,16,254,94,318,Cotton
Groundnut,Sandy,14,114,21,696,Millets
Millets,Loamy,33,229,62,199,Millets
Millets,Silt,31,272,15,50,Millets
Soybean,Sandy,12,125,148,500,Millets
Barley,Sandy,23,140,118,895,Millets
Sorghum,Saline,12,239,39,772,Millets
Barley,Sandy,14,124,25,879,Millets
Soybean,Saline,32,148,142,530,Millets
Soybean,Clayey,39,226,119,151,Millets
Millets,Clayey,20,88,115,520,Millets
Barley,Loamy,29,52,36,667,Millets
Millets,Silt,34,94,77,283,Millets
Barley,Loamy,30,56,104,867,Millets
Barley,Saline,34,365,46,79,Millets
Groundnut,Loamy,25,251,95,783,Millets
Sorghum,Saline,31,22,128,204,Millets
Sorghum,Silt,25,201,32,579,Millets
Rice,Saline,17,346,23,583,Sorghum
Barley,Saline,10,274,67,317,Millets
Soybean,Clayey,39,169,133,43,Millets
Sorghum,Silt,28,333,64,108,Millets
Millets,Loamy,23,153,30,326,Millets
Wheat,Clayey,10,263,67,641,Cotton
Barley,Saline,27,246,46,32,Millets
Tobacco,Clayey,23,54,114,227,Millets
Barley,Saline,15,317,9,746,Millets
Barley,Silt,36,316,112,302,Millets
Millets,Clayey,25,161,2,476,Millets
Tobacco,Loamy,22,202,65,122,Millets
Millets,Saline,35,192,27,196,Millets
Millets,Sandy,20,130,100,334,Millets
Cotton,Clayey,10,275,116,90,Millets
Groundnut,Loamy,35,388,111,437,Millets
Tobacco,Silt,33,126,135,216,Millets
Barley,Silt,11,372,134,557,Millets
Rice,Loamy,38,380,11,758,Wheat
Rice,Sandy,27,305,71,38,Sorghum
Tobacco,Sandy,37,91,130,9,Millets
Rice,Clayey,13,210,15,794,Wheat
Barley,Sandy,19,54,107,121,Millets
Cotton,Loamy,16,183,33,813,Millets
Wheat,Clayey,21,305,103,216,Cotton
Barley,Sandy,36,15,106,371,Millets
Cotton,Saline,22,182,29,875,Millets
Millets,Clayey,14,199,56,732,Millets
Millets,Clayey,21,358,81,341,Millets
Soybean,Saline,11,252,121,48,Millets
Tobacco,Clayey,30,17,122,296,Millets
Groundnut,Silt,24,289,127,182,Millets
Cotton,Sandy,35,286,85,172,Millets
Maize,Silt,39,319,140,592,Rice
Millets,Clayey,39,137,68,502,Millets
Tobacco,Sandy,15,201,42,501,Millets
Millets,Loamy,34,363,129,349,Millets
Soybean,Saline,26,61,123,679,Millets
Millets,Clayey,15,35,83,463,Millets
Groundnut,Clayey,18,156,132,41,Millets
Soybean,Loamy,13,108,12,660,Millets
Sorghum,Sandy,20,257,68,243,Millets
Wheat,Loamy,37,52,131,821,Cotton
Wheat,Loamy,13,396,30,81,Cotton
Rice,Silt,13,293,42,350,Sorghum
Rice,Saline,22,287,93,2,Sorghum
Millets,Silt,39,41,81,419,Millets
Groundnut,Loamy,12,390,93,1,Millets
Maize,Saline,36,307,62,144,Rice
Soybean,Sandy,13,169,0,575,Millets
Millets,Sandy,30,170,83,657,Millets
Millets,Loamy,10,88,146,703,Millets
Cotton,Sandy,10,243,124,502,Millets
Soybean,Sandy,32,292,76,815,Millets
Soybean,Clayey,27,185,58,51,Millets
Sorghum,Saline,12,187,16,210,Millets
Wheat,Loamy,27,12,112,477,Cotton
Rice,Silt,23,101,105,548,Sorghum
Tobacco,Saline,24,19,47,570,Millets
Soybean,Sandy,17,111,92,64,Millets
Soybean,Clayey,38,212,146,405,Millets
Groundnut,Sandy,17,137,92,379,Millets
Rice,Clayey,23,375,64,446,Wheat
Millets,Sandy,36,204,11,431,Millets
Soybean,Silt,12,295,28,132,Millets
Groundnut,Loamy,38,256,24,169,Millets
Sorghum,Clayey,31,267,96,728,Millets
Soybean,Loamy,30,95,38,620,Millets
Groundnut,Saline,36,86,84,586,Millets
Maize,Clayey,28,317,95,13,Rice
Groundnut,Sandy,30,368,127,687,Millets
Wheat,Silt,39,314,147,260,Cotton
Millets,Saline,12,32,50,63,Millets
Groundnut,Sandy,31,362,26,430,Millets
Maize,Clayey,19,159,141,722,Rice
Soybean,Silt,12,223,117,501,Millets
Millets,Silt,38,239,124,0,Millets
Wheat,Saline,37,208,78,488,Cotton
Soybean,Sandy,31,47,98,510,Millets
Tobacco,Clayey,25,380,132,445,Millets
Tobacco,Saline,22,302,51,42,Millets
Wheat,Saline,13,227,140,660,Cotton
Rice,Clayey,13,346,98,520,Wheat
Millets,Silt,15,350,18,674,Millets
Soybean,Sandy,21,74,66,845,Millets
Barley,Loamy,32,193,148,220,Millets
Rice,Loamy,33,199,103,635,Wheat
Groundnut,Clayey,18,32,81,436,Millets
Tobacco,Clayey,19,239,26,226,Millets
Maize,Clayey,31,74,41,398,Rice
Tobacco,Sandy,28,255,94,363,Millets
Wheat,Sandy,16,181,119,152,Soybean
Rice,Clayey,39,371,31,115,Wheat
Barley,Clayey,11,372,70,573,Millets
Tobacco,Saline,10,215,138,891,Millets
Rice,Silt,14,155,51,559,Sorghum
Sorghum,Loamy,32,278,51,819,Millets
Sorghum,Silt,18,78,120,394,Millets
Sorghum,Saline,16,356,78,852,Millets
Maize,Saline,36,144,129,253,Rice
Wheat,Loamy,23,240,94,304,Cotton
Wheat,Saline,38,351,118,238,Cotton
Barley,Silt,33,131,39,572,Millets
Groundnut,Silt,35,113,122,636,Millets
Maize,Silt,12,17,119,77,Rice
Millets,Loamy,15,327,119,243,Millets
Tobacco,Loamy,37,165,47,78,Millets
Groundnut,Sandy,24,309,14,375,Millets
Wheat,Sandy,26,398,145,240,Soybean
Soybean,Silt,27,43,5,463,Millets
Millets,Saline,28,322,52,628,Millets
Millets,Silt,11,178,92,589,Millets
Tobacco,Saline,23,77,50,306,Millets
Soybean,Saline,10,266,53,855,Millets
Rice,Silt,34,6,95,754,Sorghum
Cotton,Saline,15,150,85,543,Millets
Rice,Sandy,36,39,51,776,Sorghum
Groundnut,Saline,17,223,10,449,Millets
Tobacco,Clayey,18,331,30,206,Millets
Groundnut,Saline,19,246,98,640,Millets
Groundnut,Saline,14,334,121,502,Millets
Tobacco,Loamy,31,377,78,620,Millets
Barley,Silt,30,127,139,368,Millets
Wheat,Clayey,12,376,58,515,Cotton
Millets,Sandy,30,159,125,755,Millets
Groundnut,Sandy,16,164,114,471,Millets
Millets,Saline,34,262,20,485,Millets
Cotton,Loamy,38,246,87,835,Millets
Cotton,Saline,30,55,0,820,Millets
Groundnut,Silt,15,83,127,65,Millets
Groundnut,Saline,27,180,120,313,Millets
Groundnut,Loamy,22,241,13,128,Millets
Maize,Clayey,24,28,50,752,Rice
Tobacco,Clayey,25,102,109,71,Millets
Maize,Saline,16,400,23,856,Rice
Soybean,Silt,13,260,11,695,Millets
Wheat,Sandy,12,145,1,585,Soybean
Wheat,Sandy,40,277,5,201,Soybean
Wheat,Silt,33,111,80,439,Cotton
Maize,Silt,11,102,71,642,Rice
Barley,Loamy,17,305,28,675,Millets
Soybean,Sandy,13,172,90,165,Millets
Groundnut,Silt,30,153,83,855,Millets
Tobacco,Silt,34,148,0,267,Millets
Wheat,Silt,26,20,126,262,Cotton
Barley,Sandy,23,53,121,24,Millets
Soybean,Loamy,35,253,123,636,Millets
Soybean,Clayey,14,263,80,340,Millets
Soybean,Silt,20,208,53,804,Millets
Sorghum,Silt,17,116,29,734,Millets
Cotton,Sandy,13,226,119,666,Millets
Millets,Saline,32,323,104,259,Millets
Tobacco,Silt,16,287,125,345,Millets
Millets,Sandy,39,223,7,228,Millets
Barley,Silt,16,391,64,597,Millets
Groundnut,Saline,34,194,45,294,Millets
Sorghum,Loamy,32,293,143,292,Millets
Cotton,Sandy,11,270,51,546,Millets
Cotton,Sandy,15,287,116,320,Millets
Tobacco,Saline,26,331,5,718,Millets
Maize,Saline,20,63,148,870,Rice
Barley,Saline,28,96,119,765,Millets
Sorghum,Saline,35,190,30,45,Millets
Soybean,Silt,18,315,21,95,Millets
Barley,Clayey,19,294,109,706,Millets
Sorghum,Clayey,36,65,5,722,Millets
Tobacco,Sandy,40,101,110,253,Millets
Rice,Loamy,16,362,43,401,Wheat
Millets,Sandy,33,199,112,262,Millets
Wheat,Loamy,20,275,135,462,Cotton
Cotton,Silt,24,358,149,241,Millets
Barley,Clayey,32,223,45,626,Millets
Soybean,Loamy,29,299,150,455,Millets
Maize,Loamy,36,197,75,187,Cotton
Barley,Silt,22,178,112,574,Millets
Millets,Clayey,40,243,80,468,Millets
Groundnut,Silt,35,293,88,243,Millets
Sorghum,Silt,28,72,8,89,Millets
Maize,Clayey,27,221,143,276,Rice
Millets,Clayey,16,391,51,216,Millets
Maize,Sandy,28,297,142,375,Cotton
Maize,Saline,30,55,42,896,Rice
Barley,Loamy,38,223,135,114,Millets
Maize,Silt,20,8,123,749,Rice
Barley,Loamy,37,26,15,118,Millets
Sorghum,Saline,10,308,132,571,Millets
Wheat,Clayey,13,82,3,662,Cotton
Barley,Silt,32,281,35,308,Millets
Barley,Loamy,33,315,4,277,Millets
Cotton,Sandy,12,177,109,191,Millets
Millets,Sandy,17,65,9,786,Millets
Barley,Clayey,28,361,57,417,Millets
Sorghum,Saline,29,88,106,721,Millets
Groundnut,Loamy,32,219,30,148,Millets
Tobacco,Sandy,31,82,100,350,Millets
Soybean,Loamy,28,94,15,233,Millets
Millets,Silt,37,27,33,602,Millets
Tobacco,Clayey,17,192,63,372,Millets
Sorghum,Clayey,27,264,53,483,Millets
Wheat,Sandy,10,3,142,679,Soybean
Tobacco,Clayey,27,58,22,460,Millets
Wheat,Silt,15,204,4,815,Cotton
Millets,Loamy,37,106,87,689,Millets
Cotton,Silt,28,228,44,886,Millets
Cotton,Clayey,26,286,66,389,Millets
Sorghum,Silt,33,168,7,23,Millets
Millets,Sandy,18,246,121,168,Millets
Millets,Loamy,20,282,124,366,Millets
Soybean,Loamy,31,8,56,725,Millets
Groundnut,Saline,16,145,22,273,Millets
Tobacco,Clayey,20,341,125,469,Millets
Groundnut,Saline,14,184,102,324,Millets
Sorghum,Loamy,27,74,38,295,Millets
Rice,Clayey,32,171,102,671,Wheat
Wheat,Sandy,22,236,21,658,Soybean
Millets,Sandy,16,342,52,128,Millets
Cotton,Clayey,21,84,79,409,Millets
Rice,Sandy,38,128,94,276,Sorghum
Rice,Saline,38,132,5,762,Sorghum
Rice,Clayey,14,269,45,121,Wheat
Groundnut,Loamy,27,362,82,312,Millets
Barley,Sandy,35,343,89,712,Millets
Barley,Sandy,20,131,147,121,Millets
Millets,Silt,11,271,79,576,Millets
Rice,Saline,33,71,36,767,Sorghum
Wheat,Sandy,30,367,128,813,Soybean
Millets,Saline,11,73,107,7,Millets
Wheat,Loamy,12,260,19,329,Cotton
Millets,Loamy,22,236,124,292,Millets
Groundnut,Sandy,30,236,64,373,Millets
Soybean,Clayey,23,85,149,545,Millets
Tobacco,Loamy,16,341,89,473,Millets
Maize,Loamy,35,174,49,102,Cotton
Barley,Loamy,17,137,135,360,Millets
Soybean,Saline,23,164,96,709,Millets
Barley,Saline,11,31,11,590,Millets
Wheat,Loamy,29,13,82,555,Cotton
Millets,Sandy,17,190,33,727,Millets
Tobacco,Loamy,34,206,16,250,Millets
Cotton,Silt,14,308,119,536,Millets
Millets,Loamy,35,166,35,174,Millets
Sorghum,Silt,10,114,139,862,Millets
Soybean,Saline,26,243,113,431,Millets
Tobacco,Sandy,32,209,93,438,Millets
Rice,Clayey,16,220,1,861,Wheat
Rice,Silt,30,250,86,896,Sorghum
Maize,Silt,28,300,112,642,Rice
Wheat,Clayey,29,377,92,807,Cotton
Maize,Loamy,13,257,96,581,Cotton
Groundnut,Clayey,35,299,21,51,Millets
Wheat,Clayey,35,229,74,805,Cotton
Cotton,Clayey,40,152,37,280,Millets
Groundnut,Sandy,20,12,8,642,Millets
Sorghum,Sandy,15,119,58,272,Millets
Soybean,Saline,16,271,77,772,Millets
Rice,Clayey,11,281,9,78,Wheat
Maize,Saline,27,223,17,124,Rice
Barley,Sandy,39,348,14,323,Millets
Wheat,Silt,17,104,100,526,Cotton
Millets,Loamy,32,395,80,307,Millets
Cotton,Sandy,25,266,110,532,Millets
Tobacco,Clayey,29,29,33,90,Millets
Maize,Loamy,15,57,21,706,Cotton
Millets,Clayey,18,130,126,328,Millets
Barley,Silt,14,43,141,620,Millets
Wheat,Sandy,27,30,89,554,Soybean
Cotton,Loamy,26,39,17,30,Millets
Sorghum,Sandy,11,166,54,113,Millets
Rice,Sandy,23,397,53,868,Sorghum
Cotton,Clayey,34,356,93,867,Millets
Groundnut,Silt,23,303,146,310,Millets
Groundnut,Clayey,18,19,17,892,Millets
Barley,Saline,18,138,100,867,Millets
Millets,Silt,15,123,62,578,Millets
Barley,Silt,36,335,15,46,Millets
Rice,Saline,34,291,28,818,Sorghum
Rice,Clayey,39,129,83,711,Wheat
Sorghum,Silt,30,90,30,426,Millets
Maize,Clayey,27,63,79,630,Rice
Maize,Silt,31,345,133,63,Rice
Groundnut,Loamy,21,357,91,304,Millets
Cotton,Loamy,16,377,15,655,Millets
Sorghum,Sandy,33,143,18,319,Millets
Cotton,Silt,30,96,78,659,Millets
Tobacco,Silt,36,257,18,174,Millets
Sorghum,Sandy,21,159,21,615,Millets
Sorghum,Sandy,21,365,145,788,Millets
Sorghum,Silt,29,345,149,297,Millets
Cotton,Saline,30,231,107,64,Millets
Barley,Saline,26,246,47,586,Millets
Sorghum,Sandy,32,287,30,635,Millets
Rice,Saline,10,360,136,287,Sorghum
Sorghum,Sandy,26,201,51,24,Millets
Soybean,Silt,16,178,68,397,Millets
Sorghum,Clayey,36,203,2,326,Millets
Soybean,Sandy,20,314,11,636,Millets
Sorghum,Silt,31,251,99,229,Millets
Groundnut,Silt,25,183,123,394,Millets
Groundnut,Sandy,25,54,126,889,Millets
Groundnut,Clayey,24,385,29,570,Millets
Groundnut,Saline,10,239,12,806,Millets
Tobacco,Saline,24,23,111,357,Millets
Tobacco,Saline,21,400,121,398,Millets
Millets,Saline,22,130,122,236,Millets
Wheat,Loamy,21,77,99,569,Cotton
Millets,Sandy,37,14,53,393,Millets
Millets,Loamy,15,141,118,493,Millets
Soybean,Silt,12,107,35,604,Millets
Cotton,Clayey,30,90,13,68,Millets
Rice,Silt,22,280,128,465,Sorghum
Maize,Sandy,16,35,61,571,Cotton
Sorghum,Saline,13,263,147,624,Millets
Rice,Sandy,24,282,15,821,Sorghum
Millets,Loamy,37,132,120,236,Millets
Maize,Clayey,25,290,83,460,Rice
Maize,Clayey,21,152,111,708,Rice
Soybean,Silt,21,101,40,657,Millets
Maize,Silt,10,358,124,117,Rice
Barley,Sandy,21,210,86,332,Millets
Soybean,Sandy,18,189,69,268,Millets
Cotton,Saline,26,338,89,655,Millets
Cotton,Sandy,14,157,94,875,Millets
Groundnut,Silt,34,358,25,259,Millets
Tobacco,Silt,24,162,141,110,Millets
Barley,Clayey,29,302,24,514,Millets
Rice,Silt,15,284,2,130,Sorghum
Tobacco,Sandy,21,73,36,742,Millets
Barley,Saline,25,120,88,373,Millets
Groundnut,Sandy,29,215,22,348,Millets
Soybean,Clayey,20,86,75,645,Millets
Maize,Silt,19,185,119,222,Rice
Cotton,Silt,28,267,141,616,Millets
Millets,Sandy,30,342,57,22,Millets
Cotton,Silt,34,192,66,878,Millets
Barley,Saline,22,64,54,361,Millets
Barley,Sandy,18,196,46,267,Millets
Rice,Loamy,37,29,57,350,Wheat
Groundnut,Saline,35,348,23,255,Millets
Tobacco,Sandy,38,51,14,355,Millets
Maize,Silt,12,296,48,717,Rice
Sorghum,Silt,32,219,13,659,Millets
Tobacco,Silt,39,258,67,770,Millets
Sorghum,Saline,23,240,71,237,Millets
Groundnut,Silt,30,366,68,387,Millets
Barley,Saline,31,110,139,376,Millets
Groundnut,Saline,32,368,46,87,Millets
Soybean,Clayey,36,66,24,599,Millets
Tobacco,Saline,33,141,25,347,Millets
Millets,Sandy,13,361,52,831,Millets
Cotton,Clayey,38,302,15,215,Millets
Groundnut,Sandy,27,370,85,511,Millets
Wheat,Saline,20,326,78,459,Cotton
Wheat,Loamy,25,144,38,807,Cotton
Rice,Sandy,38,370,136,31,Sorghum
Groundnut,Sandy,21,294,39,268,Millets
Soybean,Clayey,33,216,130,260,Millets
Groundnut,Sandy,33,30,17,324,Millets
Millets,Loamy,38,207,135,406,Millets
Sorghum,Saline,39,259,121,253,Millets
Groundnut,Loamy,23,373,149,166,Millets
Cotton,Silt,28,166,57,51,Millets
Maize,Saline,11,136,92,448,Rice
Groundnut,Sandy,35,103,71,189,Millets
Barley,Loamy,19,69,56,791,Millets
Soybean,Clayey,34,20,90,325,Millets
Millets,Silt,22,23,138,74,Millets
Rice,Saline,15,289,64,360,Sorghum
Cotton,Loamy,12,294,43,138,Millets
Tobacco,Sandy,27,259,144,730,Millets
Maize,Silt,34,9,68,1,Rice
Maize,Loamy,32,57,21,66,Cotton
Maize,Sandy,17,56,30,103,Cotton
Barley,Sandy,36,344,21,728,Millets
Sorghum,Saline,13,362,110,453,Millets
Rice,Loamy,14,195,32,718,Wheat
Soybean,Loamy,26,315,46,207,Millets
Rice,Sandy,27,139,119,549,Sorghum
Rice,Loamy,26,100,26,302,Wheat
Soybean,Clayey,21,108,73,375,Millets
Tobacco,Sandy,39,276,64,199,Millets
Tobacco,Saline,31,173,10,490,Millets
Soybean,Clayey,13,214,19,832,Millets
Wheat,Saline,19,83,29,878,Cotton
Millets,Silt,36,59,6,853,Millets
Rice,Loamy,31,244,8,877,Wheat
Wheat,Clayey,14,394,17,46,Cotton
Sorghum,Sandy,18,383,130,839,Millets
Soybean,Silt,10,84,43,882,Millets
Soybean,Sandy,14,365,96,209,Millets
Millets,Loamy,14,193,46,512,Millets
Sorghum,Saline,10,244,117,845,Millets
Wheat,Saline,18,119,37,854,Cotton
Rice,Clayey,37,329,110,602,Wheat
Wheat,Silt,20,271,121,452,Cotton
Barley,Sandy,27,337,95,259,Millets
Cotton,Loamy,20,234,87,663,Millets
Wheat,Silt,18,220,45,657,Cotton
Rice,Saline,25,42,113,324,Sorghum
Tobacco,Clayey,28,88,36,734,Millets
Millets,Clayey,10,269,114,710,Millets
Wheat,Loamy,15,117,52,724,Cotton
Millets,Saline,16,158,102,241,Millets
Sorghum,Silt,23,165,94,128,Millets
Tobacco,Silt,25,66,54,465,Millets
Maize,Loamy,16,275,89,647,Cotton
Maize,Saline,17,266,7,758,Rice
Millets,Saline,13,372,117,420,Millets
Wheat,Loamy,24,204,19,808,Cotton
Rice,Saline,38,88,128,669,Sorghum
Maize,Loamy,35,222,106,796,Cotton
Wheat,Loamy,27,30,5,290,Cotton
Millets,Saline,13,30,67,645,Millets
Soybean,Loamy,27,3,67,492,Millets
Maize,Loamy,27,231,75,519,Cotton
Maize,Clayey,38,147,92,606,Rice
Wheat,Silt,20,350,141,870,Cotton
Wheat,Sandy,18,268,135,459,Soybean
Maize,Saline,20,191,66,150,Rice
Maize,Loamy,34,343,50,812,Cotton
Sorghum,Silt,31,130,74,656,Millets
Tobacco,Silt,13,227,5,556,Millets
Soybean,Sandy,25,287,0,524,Millets
Rice,Silt,38,3,36,412,Sorghum
Cotton,Silt,32,80,41,811,Millets
Groundnut,Sandy,26,94,81,502,Millets
Wheat,Sandy,32,228,147,256,Soybean
Cotton,Loamy,24,101,31,541,Millets
Maize,Silt,13,29,40,211,Rice
Wheat,Clayey,13,189,22,899,Cotton
Cotton,Loamy,35,101,107,886,Millets
Millets,Silt,32,117,39,84,Millets
Rice,Loamy,18,198,34,291,Wheat
Barley,Sandy,29,60,47,188,Millets
Groundnut,Saline,25,191,7,212,Millets
Cotton,Silt,16,327,118,483,Millets
Maize,Silt,18,211,83,526,Rice
Wheat,Loamy,38,29,69,563,Cotton
Groundnut,Loamy,24,27,36,246,Millets
Barley,Silt,21,79,48,569,Millets
Soybean,Sandy,12,180,12,509,Millets
Barley,Clayey,13,64,87,167,Millets
Rice,Sandy,18,59,2,245,Sorghum
Groundnut,Loamy,16,210,43,641,Millets
Tobacco,Silt,39,268,117,836,Millets
Maize,Silt,21,145,83,569,Rice
Soybean,Silt,31,22,0,547,Millets
Barley,Clayey,14,352,53,738,Millets
Tobacco,Sandy,28,350,24,493,Millets
Barley,Silt,31,370,137,538,Millets
Wheat,Clayey,21,345,122,510,Cotton
Rice,Clayey,33,329,23,461,Wheat
Groundnut,Silt,20,6,65,331,Millets
Maize,Silt,16,71,28,706,Rice
Maize,Sandy,16,149,127,766,Cotton
Sorghum,Loamy,14,199,149,111,Millets
Cotton,Saline,33,143,79,339,Millets
Millets,Sandy,38,164,61,696,Millets
Wheat,Loamy,15,339,48,485,Cotton
Millets,Loamy,24,242,100,874,Millets
Soybean,Silt,25,226,48,137,Millets
Maize,Clayey,14,329,67,772,Rice
Maize,Loamy,15,226,39,147,Cotton
Tobacco,Loamy,39,118,12,89,Millets
Rice,Clayey,32,165,61,297,Wheat
Barley,Clayey,26,362,47,296,Millets
Tobacco,Clayey,11,259,111,672,Millets
Barley,Silt,33,50,19,265,Millets
Barley,Silt,35,157,11,617,Millets
Millets,Saline,20,351,112,864,Millets
Soybean,Sandy,24,232,89,439,Millets
Maize,Loamy,17,123,95,15,Cotton
Groundnut,Silt,35,72,57,628,Millets
Maize,Clayey,40,140,87,286,Rice
Tobacco,Saline,31,216,34,304,Millets
Soybean,Loamy,40,257,50,627,Millets
Groundnut,Sandy,35,370,24,862,Millets
Cotton,Loamy,10,130,119,799,Millets
Groundnut,Clayey,14,324,145,572,Millets
Groundnut,Loamy,19,10,90,406,Millets
Rice,Clayey,17,271,128,730,Wheat
Cotton,Loamy,13,292,44,679,Millets
Soybean,Silt,30,310,49,759,Millets
Barley,Sandy,18,52,90,273,Millets
Sorghum,Sandy,11,375,99,573,Millets
Sorghum,Saline,19,160,139,133,Millets
Groundnut,Clayey,31,386,119,72,Millets
Tobacco,Clayey,18,163,141,185,Millets
Soybean,Silt,24,336,33,614,Millets
Barley,Saline,24,324,73,775,Millets
Rice,Sandy,18,362,11,790,Sorghum
Barley,Clayey,34,259,131,58,Millets
Tobacco,Loamy,23,230,116,449,Millets
Groundnut,Silt,34,213,130,266,Millets
Cotton,Silt,11,233,58,613,Millets
Barley,Saline,12,306,123,568,Millets
Maize,Silt,39,26,88,852,Rice
Tobacco,Clayey,10,398,111,588,Millets
Wheat,Sandy,31,35,25,177,Soybean
Soybean,Silt,37,48,89,56,Millets
Groundnut,Clayey,17,256,24,463,Millets
Cotton,Clayey,22,369,17,539,Millets
Millets,Silt,10,130,52,533,Millets
Barley,Saline,24,10,61,425,Millets
Sorghum,Sandy,18,289,22,568,Millets
Wheat,Saline,15,215,60,862,Cotton
Millets,Clayey,14,275,113,789,Millets
