State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Chattisgarh,Kanker,Narharpur,Paddy(Dhan)(Common),Other,FAQ,28-07-2023,1900,2100,2000
Chattisgarh,Kanker,Sambalpur,Mahua Seed(Hippe seed),Other,FAQ,28-07-2023,2500,2500,2500
Chattisgarh,Kanker,Sambalpur,Paddy(Dhan)(Common),Paddy Coarse,FAQ,28-07-2023,1500,1500,1500
Chattisgarh,Koria,Baikunthpur,Mahua,Other,FAQ,28-07-2023,3100,3100,3100
Chattisgarh,Koria,Baikunthpur,Maize,Other,FAQ,28-07-2023,1965,1965,1965
Chattisgarh,Koria,Baikunthpur,Wheat,Other,FAQ,28-07-2023,2130,2130,2130
Chattisgarh,Mungeli,Lormi,Paddy(Dhan)(Common),Paddy fine,FAQ,28-07-2023,1800,1850,1820
Chattisgarh,Mungeli,Sargaon,Paddy(Dhan)(Common),Common,FAQ,28-07-2023,1700,1875,1770
Chattisgarh,Raigarh,Raigarh,Onion,Other,FAQ,28-07-2023,1500,2200,1800
Chattisgarh,Raigarh,Raigarh,Potato,Other,FAQ,28-07-2023,1300,2000,1600
Chattisgarh,Raigarh,Raigarh,Tomato,Other,FAQ,28-07-2023,9500,10000,9500
Chattisgarh,Raipur,Abhanpur,Paddy(Dhan)(Common),I.R.-64,FAQ,28-07-2023,2100,2100,2100
Chattisgarh,Rajnandgaon,Rajnandgaon,Apple,Apple,Medium,28-07-2023,14000,18000,16000
Chattisgarh,Rajnandgaon,Rajnandgaon,Banana,Banana - Ripe,Medium,28-07-2023,3000,6000,4500
Chattisgarh,Rajnandgaon,Rajnandgaon,Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,2000,3000,2500
Chattisgarh,Rajnandgaon,Rajnandgaon,Bitter gourd,Bitter Gourd,FAQ,28-07-2023,2400,2800,2600
Chattisgarh,Rajnandgaon,Rajnandgaon,Brinjal,Brinjal,FAQ,28-07-2023,1900,2500,2200
Chattisgarh,Rajnandgaon,Rajnandgaon,Cabbage,Cabbage,FAQ,28-07-2023,1200,1600,1400
Chattisgarh,Rajnandgaon,Rajnandgaon,Capsicum,Capsicum,FAQ,28-07-2023,4500,5500,5000
Chattisgarh,Rajnandgaon,Rajnandgaon,Lemon,Lemon,FAQ,28-07-2023,2000,3000,2500
Chattisgarh,Rajnandgaon,Rajnandgaon,Mango,Badami,Medium,28-07-2023,5000,7000,6000
Chattisgarh,Rajnandgaon,Rajnandgaon,Onion,Onion,FAQ,28-07-2023,1600,2000,1800
Chattisgarh,Rajnandgaon,Rajnandgaon,Potato,Potato,FAQ,28-07-2023,1400,1800,1600
Chattisgarh,Rajnandgaon,Rajnandgaon,Raddish,Raddish,FAQ,28-07-2023,1200,1600,1400
Chattisgarh,Surajpur,Pratappur,Maize,Local,FAQ,28-07-2023,2000,2000,2000
Chattisgarh,Surajpur,Surajpur,Maize,Fine,FAQ,28-07-2023,1965,1965,1965
Gujarat,Amreli,Amreli,Arhar (Tur/Red Gram)(Whole),Hybrid,FAQ,28-07-2023,4000,8255,8250
Gujarat,Amreli,Amreli,Bengal Gram(Gram)(Whole),Other,FAQ,28-07-2023,3255,4975,4900
Gujarat,Amreli,Amreli,Castor Seed,Castor seed,FAQ,28-07-2023,5850,6110,6000
Gujarat,Amreli,Amreli,Corriander seed,Coriander Seed,FAQ,28-07-2023,4250,8060,6690
Gujarat,Amreli,Amreli,Cotton,Other,FAQ,28-07-2023,4500,7300,6895
Gujarat,Amreli,Amreli,Green Gram (Moong)(Whole),Hybrid,FAQ,28-07-2023,7100,7500,7500
Gujarat,Amreli,Amreli,Ground Nut Seed,Ground Nut Seed,FAQ,28-07-2023,10150,11975,11150
Gujarat,Amreli,Amreli,Groundnut,Big (With Shell),FAQ,28-07-2023,5750,9015,8510
Gujarat,Amreli,Amreli,Groundnut,Bold,FAQ,28-07-2023,6500,8650,8170
Gujarat,Amreli,Amreli,Groundnut (Split),Groundnut(Split),FAQ,28-07-2023,7375,10150,9850
Gujarat,Amreli,Amreli,Jowar(Sorghum),Jowar ( White),FAQ,28-07-2023,4200,4635,4375
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,28-07-2023,13310,17325,16250
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",Red,FAQ,28-07-2023,17250,17405,17380
Gujarat,Amreli,Amreli,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-07-2023,8500,18000,17000
Gujarat,Amreli,Amreli,Soyabean,Soyabeen,FAQ,28-07-2023,3500,4750,4700
Gujarat,Amreli,Amreli,Wheat,Lokwan,FAQ,28-07-2023,2490,2580,2555
Gujarat,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,28-07-2023,2305,2790,2480
Gujarat,Amreli,Babra,Cotton,Other,FAQ,28-07-2023,7025,7325,7175
Gujarat,Amreli,Babra,Groundnut,Other,FAQ,28-07-2023,6175,6875,6825
Gujarat,Amreli,Bagasara,Arhar (Tur/Red Gram)(Whole),777 New Ind,FAQ,28-07-2023,8525,8525,8525
Gujarat,Amreli,Bagasara,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,28-07-2023,4275,4900,4585
Gujarat,Amreli,Bagasara,Corriander seed,"A-1, Green",FAQ,28-07-2023,6050,6975,6510
Gujarat,Amreli,Bagasara,Cotton,Other,FAQ,28-07-2023,5000,6700,5850
Gujarat,Amreli,Bagasara,Jowar(Sorghum),Annigeri,FAQ,28-07-2023,2100,4625,3360
Gujarat,Amreli,Damnagar,Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,3500,4000,3750
Gujarat,Amreli,Damnagar,Brinjal,Other,FAQ,28-07-2023,3250,4050,3700
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,28-07-2023,1400,2000,1850
Gujarat,Amreli,Damnagar,Cauliflower,Cauliflower,FAQ,28-07-2023,6500,7000,6850
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,28-07-2023,6300,7000,6750
Gujarat,Amreli,Damnagar,Ginger(Green),Green Ginger,FAQ,28-07-2023,13000,16000,15500
Gujarat,Amreli,Damnagar,Green Chilli,Green Chilly,FAQ,28-07-2023,3450,4000,3800
Gujarat,Amreli,Damnagar,Guar,Gwar,FAQ,28-07-2023,6400,7000,6750
Gujarat,Amreli,Damnagar,Lemon,Lemon,FAQ,28-07-2023,1250,2000,1600
Gujarat,Amreli,Damnagar,Tomato,Local,FAQ,28-07-2023,10000,13000,12500
Gujarat,Amreli,Savarkundla,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,28-07-2023,1800,2205,2003
Gujarat,Amreli,Savarkundla,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,28-07-2023,4300,4885,4593
Gujarat,Amreli,Savarkundla,Cotton,Narma BT Cotton,FAQ,28-07-2023,6450,7355,6903
Gujarat,Amreli,Savarkundla,Groundnut,Big (With Shell),FAQ,28-07-2023,7000,7815,7408
Gujarat,Amreli,Savarkundla,Jowar(Sorghum),Jowar ( White),FAQ,28-07-2023,2500,4700,3600
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,28-07-2023,13500,16650,15075
Gujarat,Amreli,Savarkundla,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-07-2023,15000,18200,16600
Gujarat,Amreli,Savarkundla,Wheat,Bansi,FAQ,28-07-2023,2350,2655,2503
Gujarat,Amreli,Savarkundla,Wheat,Lokwan,FAQ,28-07-2023,2300,2620,2460
Gujarat,Banaskanth,Deesa,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,1755,2392.5,2225
Gujarat,Banaskanth,Deesa,Castor Seed,Other,FAQ,28-07-2023,6226.25,6366.25,6325
Gujarat,Banaskanth,Deesa,Groundnut,Other,FAQ,28-07-2023,6255,7355,7000
Gujarat,Banaskanth,Deesa,Guar Seed(Cluster Beans Seed),Other,FAQ,28-07-2023,5280,5925,5750
Gujarat,Banaskanth,Deesa,Mustard,Other,FAQ,28-07-2023,5155,5425,5305
Gujarat,Banaskanth,Deesa,Wheat,Other,FAQ,28-07-2023,2105,2195,2175
Gujarat,Banaskanth,Deesa(Bhildi),Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,2000,2410,2250
Gujarat,Banaskanth,Deesa(Bhildi),Castor Seed,Other,FAQ,28-07-2023,6305,6355,6350
Gujarat,Banaskanth,Deesa(Bhildi),Rajgir,Other,FAQ,28-07-2023,11500,12175,12000
Gujarat,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,28-07-2023,2150,2210,2200
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Apple,Other,Medium,28-07-2023,21000,22500,21750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Banana,Other,Medium,28-07-2023,2750,3400,3075
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bhindi(Ladies Finger),Other,FAQ,28-07-2023,1500,2200,1850
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Bottle gourd,Other,FAQ,28-07-2023,1750,2050,1900
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Brinjal,Other,FAQ,28-07-2023,3000,3700,3350
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cabbage,Other,FAQ,28-07-2023,2000,2650,2325
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cauliflower,Other,FAQ,28-07-2023,3500,4000,3750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Chikoos(Sapota),Other,Medium,28-07-2023,8000,9000,8500
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Coriander(Leaves),Other,FAQ,28-07-2023,7000,8000,7500
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Cucumbar(Kheera),Other,FAQ,28-07-2023,1000,1650,1325
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Gram Raw(Chholia),Other,FAQ,28-07-2023,8000,9050,8525
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Green Chilli,Other,FAQ,28-07-2023,5000,6250,5625
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Guar,Other,FAQ,28-07-2023,7000,8250,7625
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Lemon,Other,FAQ,28-07-2023,2500,3150,2825
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Mousambi(Sweet Lime),Other,Medium,28-07-2023,1250,5150,3200
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion,Other,FAQ,28-07-2023,700,1350,1025
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Onion Green,Other,FAQ,28-07-2023,4000,4600,4300
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Orange,Other,Medium,28-07-2023,11000,12150,11575
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pointed gourd (Parval),Other,FAQ,28-07-2023,3500,4000,3750
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Pomegranate,Other,Medium,28-07-2023,10000,11250,10625
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Potato,Other,FAQ,28-07-2023,500,1300,900
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Ridgeguard(Tori),Other,FAQ,28-07-2023,3500,4500,4000
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Tomato,Other,FAQ,28-07-2023,9000,10350,9675
Gujarat,Banaskanth,Dhanera,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,28-07-2023,1615,2755,2185
Gujarat,Banaskanth,Dhanera,Castor Seed,Other,FAQ,28-07-2023,6250,6400,6325
Gujarat,Banaskanth,Dhanera,Guar Seed(Cluster Beans Seed),Other,FAQ,28-07-2023,5700,5700,5700
Gujarat,Banaskanth,Dhanera,Methi Seeds,Other,FAQ,28-07-2023,6855,6855,6855
Gujarat,Banaskanth,Dhanera,Mustard,Other,FAQ,28-07-2023,5150,5375,5260
Gujarat,Banaskanth,Dhanera,Wheat,Other,FAQ,28-07-2023,2030,2030,2030
Gujarat,Banaskanth,Palanpur,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,28-07-2023,1755,2255,2005
Gujarat,Banaskanth,Palanpur,Castor Seed,Castor seed,FAQ,28-07-2023,6280,6370,6325
Gujarat,Banaskanth,Palanpur,Groundnut,Groundnut seed,FAQ,28-07-2023,6255,7700,6977
Gujarat,Banaskanth,Palanpur,Mustard,Mustard,FAQ,28-07-2023,5105,5405,5255
Gujarat,Banaskanth,Palanpur,Rajgir,Other,FAQ,28-07-2023,11955,12125,12040
Gujarat,Banaskanth,Palanpur,Wheat,Other,FAQ,28-07-2023,2190,2275,2232
Gujarat,Banaskanth,Panthawada,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,28-07-2023,1830,2105,1967.5
Gujarat,Banaskanth,Panthawada,Castor Seed,Castor seed,FAQ,28-07-2023,6310,6380,6345
Gujarat,Banaskanth,Panthawada,Mustard,Other,FAQ,28-07-2023,5055,5310,5182.5
Gujarat,Banaskanth,Panthawada,Wheat,Other,FAQ,28-07-2023,2250,2250,2250
Gujarat,Banaskanth,Vav,Cummin Seed(Jeera),Other,FAQ,28-07-2023,45250,59505,52377.5
Gujarat,Bharuch,Ankleshwar,Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,2400,3500,3000
Gujarat,Bharuch,Ankleshwar,Bitter gourd,Bitter Gourd,FAQ,28-07-2023,3600,4500,4000
Gujarat,Bharuch,Ankleshwar,Bottle gourd,Bottle Gourd,FAQ,28-07-2023,2000,3000,2500
Gujarat,Bharuch,Ankleshwar,Brinjal,Brinjal,FAQ,28-07-2023,3200,5000,4000
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,28-07-2023,600,1600,900
Gujarat,Bharuch,Ankleshwar,Cauliflower,Cauliflower,FAQ,28-07-2023,1500,3500,2300
Gujarat,Bharuch,Ankleshwar,Cucumbar(Kheera),Cucumbar,FAQ,28-07-2023,1200,1600,1300
Gujarat,Bharuch,Ankleshwar,Drumstick,Drumstick,FAQ,28-07-2023,3000,4000,3500
Gujarat,Bharuch,Ankleshwar,Ginger(Green),Green Ginger,FAQ,28-07-2023,8500,13500,9500
Gujarat,Bharuch,Ankleshwar,Green Chilli,Green Chilly,FAQ,28-07-2023,2500,7000,5000
Gujarat,Bharuch,Ankleshwar,Lemon,Lemon,FAQ,28-07-2023,1500,2800,2500
Gujarat,Bharuch,Ankleshwar,Methi(Leaves),Methi,FAQ,28-07-2023,2500,5000,3500
Gujarat,Bharuch,Ankleshwar,Onion,Medium,FAQ,28-07-2023,600,1700,1200
Gujarat,Bharuch,Ankleshwar,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,28-07-2023,2500,3000,2800
Gujarat,Bharuch,Ankleshwar,Potato,Potato,FAQ,28-07-2023,1000,1800,1400
Gujarat,Bharuch,Ankleshwar,Tomato,Tomato,FAQ,28-07-2023,7500,11000,9000
Gujarat,Bharuch,Jambusar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-07-2023,7400,8000,7600
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,2200,2600,2400
Gujarat,Bharuch,Jambusar,Castor Seed,Other,FAQ,28-07-2023,5200,5600,5400
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,28-07-2023,5600,6000,5800
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,28-07-2023,2600,3000,2800
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,28-07-2023,2000,2400,2200
Gujarat,Bharuch,Jambusar,Rice,Other,FAQ,28-07-2023,3000,3600,3300
Gujarat,Bharuch,Jambusar,Wheat,Other,FAQ,28-07-2023,2800,3400,3200
Gujarat,Bharuch,Jambusar(Kaavi),Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-07-2023,7400,7800,7600
Gujarat,Bharuch,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,2000,2400,2200
Gujarat,Bharuch,Jambusar(Kaavi),Castor Seed,Other,FAQ,28-07-2023,5100,5500,5300
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,28-07-2023,5400,5800,5600
Gujarat,Bharuch,Jambusar(Kaavi),Jowar(Sorghum),Other,FAQ,28-07-2023,2400,2800,2600
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,28-07-2023,1800,2200,2000
Gujarat,Bharuch,Jambusar(Kaavi),Rice,Other,FAQ,28-07-2023,3200,3600,3400
Gujarat,Botad,Botad(Haddad),Cotton,Shanker 6 (B) 30mm FIne,FAQ,28-07-2023,6500,7410,6955
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),FAQ,28-07-2023,7600,8000,7800
Gujarat,Dahod,Dahod,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-07-2023,7800,8200,8000
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,28-07-2023,5050,5100,5075
Gujarat,Dahod,Dahod,Bengal Gram(Gram)(Whole),Other,FAQ,28-07-2023,5100,5250,5200
Gujarat,Dahod,Dahod,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,28-07-2023,6000,8000,7700
Gujarat,Dahod,Dahod,Castor Seed,Castor seed,FAQ,28-07-2023,5700,5800,5750
Gujarat,Dahod,Dahod,Castor Seed,Other,FAQ,28-07-2023,5500,5600,5550
Gujarat,Dahod,Dahod,Green Gram (Moong)(Whole),Green (Whole),FAQ,28-07-2023,7500,8000,7800
Gujarat,Dahod,Dahod,Maize,White (SAFED),FAQ,28-07-2023,2050,2750,2600
Gujarat,Dahod,Dahod,Maize,Yellow,FAQ,28-07-2023,2100,2280,2200
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy Coarse,FAQ,28-07-2023,1875,1900,1885
Gujarat,Dahod,Dahod,Paddy(Dhan)(Common),Paddy fine,FAQ,28-07-2023,2050,2150,2100
Gujarat,Dahod,Dahod,Rice,Coarse,FAQ,28-07-2023,4500,5500,5400
Gujarat,Dahod,Dahod,Soyabean,Soyabeen,FAQ,28-07-2023,4900,5000,4950
Gujarat,Dahod,Dahod,Wheat,147 Average,FAQ,28-07-2023,2640,2750,2700
Gujarat,Dahod,Dahod,Wheat,Lokwan,FAQ,28-07-2023,2490,2625,2550
Gujarat,Dahod,Dahod(Veg. Market),Bhindi(Ladies Finger),Bhindi,FAQ,28-07-2023,1500,2400,2000
Gujarat,Dahod,Dahod(Veg. Market),Bitter gourd,Bitter Gourd,FAQ,28-07-2023,2000,3250,2500
Gujarat,Dahod,Dahod(Veg. Market),Bottle gourd,Bottle Gourd,FAQ,28-07-2023,1000,3000,2500
Gujarat,Dahod,Dahod(Veg. Market),Brinjal,Brinjal,FAQ,28-07-2023,1000,2800,2000
Gujarat,Dahod,Dahod(Veg. Market),Cabbage,Cabbage,FAQ,28-07-2023,1000,2200,1500
Gujarat,Dahod,Dahod(Veg. Market),Carrot,Carrot,FAQ,28-07-2023,6500,7500,7000
Gujarat,Dahod,Dahod(Veg. Market),Cauliflower,Cauliflower,FAQ,28-07-2023,2000,6000,4000
Gujarat,Dahod,Dahod(Veg. Market),Coriander(Leaves),Coriander,FAQ,28-07-2023,5000,9000,7500
Gujarat,Dahod,Dahod(Veg. Market),Cucumbar(Kheera),Cucumbar,FAQ,28-07-2023,1500,3000,2500
Gujarat,Dahod,Dahod(Veg. Market),Drumstick,Other,FAQ,28-07-2023,2500,4000,3500
Gujarat,Dahod,Dahod(Veg. Market),Elephant Yam (Suran),Other,FAQ,28-07-2023,2500,4000,3500
Gujarat,Dahod,Dahod(Veg. Market),Ginger(Green),Green Ginger,FAQ,28-07-2023,14000,16500,15000
Gujarat,Dahod,Dahod(Veg. Market),Green Chilli,Green Chilly,FAQ,28-07-2023,2500,6500,4000
Gujarat,Dahod,Dahod(Veg. Market),Lemon,Other,FAQ,28-07-2023,3000,5000,4000
Gujarat,Dahod,Dahod(Veg. Market),Little gourd (Kundru),Other,FAQ,28-07-2023,2000,3750,2500
Gujarat,Dahod,Dahod(Veg. Market),Mint(Pudina),Mint(Pudina),FAQ,28-07-2023,2500,4000,3500
Gujarat,Dahod,Dahod(Veg. Market),Onion,Onion,FAQ,28-07-2023,700,1800,1000
Gujarat,Dahod,Dahod(Veg. Market),Onion Green,Onion Green,FAQ,28-07-2023,4000,5000,4500
Gujarat,Dahod,Dahod(Veg. Market),Pointed gourd (Parval),Other,FAQ,28-07-2023,2000,4000,2500
Gujarat,Dahod,Dahod(Veg. Market),Potato,Potato,FAQ,28-07-2023,1000,1500,1250
Gujarat,Dahod,Dahod(Veg. Market),Pumpkin,Pumpkin,FAQ,28-07-2023,1000,1600,1250
Gujarat,Dahod,Dahod(Veg. Market),Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28-07-2023,1500,4000,2500
Gujarat,Dahod,Dahod(Veg. Market),Tomato,Tomato,FAQ,28-07-2023,4000,9500,7000
Gujarat,Gandhinagar,Dehgam,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,2255,2325,2290
Gujarat,Gandhinagar,Dehgam,Castor Seed,Other,FAQ,28-07-2023,6220,6295,6257
Gujarat,Gandhinagar,Dehgam,Guar,Other,FAQ,28-07-2023,5400,5700,5550
Gujarat,Gandhinagar,Dehgam,Paddy(Dhan)(Common),Other,FAQ,28-07-2023,1875,2025,1950
Gujarat,Gandhinagar,Dehgam,Wheat,Other,FAQ,28-07-2023,2290,2335,2312
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bhindi(Ladies Finger),Other,FAQ,28-07-2023,2000,3500,2750
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Bottle gourd,Other,FAQ,28-07-2023,1500,2500,1500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Brinjal,FAQ,28-07-2023,3000,3500,3000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Round,FAQ,28-07-2023,2500,3500,3000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Round/Long,FAQ,28-07-2023,3000,4000,3500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cabbage,Other,FAQ,28-07-2023,1500,1500,1500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cauliflower,Other,FAQ,28-07-2023,4500,4500,4500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Cucumbar(Kheera),Other,FAQ,28-07-2023,2000,3000,2500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Green Chilli,Other,FAQ,28-07-2023,5500,6000,5500
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Lemon,Other,FAQ,28-07-2023,1200,1200,1200
Gujarat,Jamnagar,Dhrol,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-07-2023,1845,2050,1950
Gujarat,Jamnagar,Dhrol,Bengal Gram(Gram)(Whole),Other,FAQ,28-07-2023,4300,4750,4525
Gujarat,Jamnagar,Dhrol,Cotton,Other,FAQ,28-07-2023,5075,6950,6015
Gujarat,Jamnagar,Dhrol,Cummin Seed(Jeera),Other,FAQ,28-07-2023,50000,57500,53750
Gujarat,Jamnagar,Dhrol,Groundnut,Other,FAQ,28-07-2023,5700,8125,6915
Gujarat,Jamnagar,Dhrol,Jowar(Sorghum),Other,FAQ,28-07-2023,3750,4700,4225
Gujarat,Jamnagar,Dhrol,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,28-07-2023,12500,16850,14675
Gujarat,Jamnagar,Dhrol,Wheat,Other,FAQ,28-07-2023,2200,2560,2380
Gujarat,Junagarh,Kodinar,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,28-07-2023,2000,2285,2125
Gujarat,Junagarh,Kodinar,Black Gram (Urd Beans)(Whole),Other,FAQ,28-07-2023,6250,9125,8600
Gujarat,Junagarh,Kodinar,Castor Seed,Other,FAQ,28-07-2023,5400,6260,5750
Gujarat,Junagarh,Kodinar,Groundnut,G20,FAQ,28-07-2023,6875,8590,8100
Gujarat,Junagarh,Kodinar,Soyabean,Other,FAQ,28-07-2023,4500,4890,4725
Gujarat,Junagarh,Kodinar,Wheat,Medium Fine,FAQ,28-07-2023,2125,2635,2475
Gujarat,Junagarh,Talalagir,Bhindi(Ladies Finger),Other,FAQ,28-07-2023,2500,4000,3500
Gujarat,Junagarh,Talalagir,Brinjal,Other,FAQ,28-07-2023,2000,5000,3500
Gujarat,Junagarh,Talalagir,Cabbage,Other,FAQ,28-07-2023,1500,3500,2500
Gujarat,Junagarh,Talalagir,Green Chilli,Other,FAQ,28-07-2023,3000,5000,4000
Gujarat,Junagarh,Talalagir,Guar,Other,FAQ,28-07-2023,5000,7000,6000
Gujarat,Junagarh,Talalagir,Kartali (Kantola),Other,FAQ,28-07-2023,6000,8000,7000
Gujarat,Junagarh,Talalagir,Tomato,Other,FAQ,28-07-2023,6000,10000,8000
Gujarat,Junagarh,Visavadar,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-07-2023,8000,9380,8690
Gujarat,Junagarh,Visavadar,Castor Seed,Other,FAQ,28-07-2023,4500,5330,4915
Gujarat,Junagarh,Visavadar,Corriander seed,Other,FAQ,28-07-2023,6425,7455,6940
Gujarat,Junagarh,Visavadar,Cummin Seed(Jeera),Other,FAQ,28-07-2023,37500,46500,42000
Gujarat,Junagarh,Visavadar,Green Gram (Moong)(Whole),Other,FAQ,28-07-2023,6675,7955,7315
Gujarat,Junagarh,Visavadar,Ground Nut Seed,Ground Nut Seed,FAQ,28-07-2023,9175,10505,9940
Gujarat,Junagarh,Visavadar,Groundnut,Other,FAQ,28-07-2023,5750,8180,6965
Gujarat,Junagarh,Visavadar,Groundnut (Split),Groundnut(Split),FAQ,28-07-2023,7000,8250,7625
Gujarat,Junagarh,Visavadar,Kulthi(Horse Gram),Other,FAQ,28-07-2023,4610,4880,4745
Gujarat,Junagarh,Visavadar,Onion,Onion,FAQ,28-07-2023,255,605,430
Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,28-07-2023,15075,16005,15540
Gujarat,Junagarh,Visavadar,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-07-2023,15565,17305,16435
Gujarat,Junagarh,Visavadar,Soyabean,Black,FAQ,28-07-2023,4575,4705,4640
Gujarat,Junagarh,Visavadar,Wheat,Lokwan Gujrat,FAQ,28-07-2023,2325,2525,2425
Gujarat,Mehsana,Kadi,Bajra(Pearl Millet/Cumbu),Deshi,FAQ,28-07-2023,2135,2385,2250
Gujarat,Mehsana,Kadi,Castor Seed,Caster,FAQ,28-07-2023,6250,6395,6350
Gujarat,Mehsana,Kadi,Guar Seed(Cluster Beans Seed),Whole,FAQ,28-07-2023,5500,5790,5700
Gujarat,Mehsana,Kadi,Mustard,Mustard,FAQ,28-07-2023,5250,5325,5290
Gujarat,Mehsana,Kadi,Paddy(Dhan)(Common),Paddy,FAQ,28-07-2023,1800,2600,2200
Gujarat,Mehsana,Kadi,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-07-2023,15405,16605,16000
Gujarat,Mehsana,Kadi,Wheat,Deshi,FAQ,28-07-2023,2150,2600,2450
Gujarat,Morbi,Vankaner,Corriander seed,Other,FAQ,28-07-2023,6625,7150,7000
Gujarat,Morbi,Vankaner,Cummin Seed(Jeera),Other,FAQ,28-07-2023,37000,56875,54000
Gujarat,Morbi,Vankaner,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,28-07-2023,16325,17325,17000
Gujarat,Morbi,Vankaner,Wheat,Other,FAQ,28-07-2023,2275,2500,2350
